,cav,cik,date
141,-6.48800247063342,318025,1995-08-25
142,11.543079030295884,351825,1995-08-28
143,5.291211642950232,738076,1995-07-31
144,0.6778889563856716,703559,1995-08-24
145,3.260963474628944,97210,1995-09-01
146,0.054990290322136426,58091,1995-08-30
147,-3.666304764130567,785161,1995-09-07
148,3.1087691124641537,104174,1995-08-09
149,-0.3436390414763266,795579,1995-07-26
150,-2.321250840123263,37785,1995-09-05
151,2.186279223432135,730716,1995-08-23
152,1.599664925717027,276437,1995-09-07
153,29.919544749535124,313096,1995-08-10
154,11.632744235292805,816956,1995-08-03
155,-5.195801481266443,813013,1995-08-25
156,9.380686651082964,792863,1995-09-27
157,-10.240950356096867,80134,1995-09-13
158,-3.886303849142326,83604,1995-09-15
159,1.7715072520786093,700733,1995-09-29
160,2.6363682459025704,773652,1995-09-18
161,4.427599830218106,40704,1995-07-11
162,1.8269290204125448,778424,1995-09-22
163,19.203134141913306,68813,1995-07-26
164,-2.9270288454644944,276477,1995-08-23
165,-3.935440994634045,794367,1995-09-27
166,11.806326775333453,96699,1995-08-14
167,4.9362818585368045,814246,1995-09-06
168,0.6077986386595184,9435,1995-07-21
169,-5.1645110310236575,785787,1995-08-17
170,13.036647977358369,19150,1995-07-11
171,-7.016824625374959,743872,1995-08-15
172,-1.5455025725075564,753601,1995-09-20
173,-3.5271740496427246,852637,1995-08-18
174,3.955306318332579,717829,1995-07-06
175,5.311070648385803,318833,1995-09-01
176,-7.659303921396255,732716,1995-09-08
177,-8.761585523827799,81381,1995-09-21
178,11.182006058985046,30625,1995-09-11
179,2.0147969658983316,701853,1995-07-14
180,4.468170892065677,61666,1995-08-30
181,-2.265914130892126,5320,1995-09-22
182,0.23012409159189473,105085,1995-08-09
183,-0.9579681276330564,723531,1995-08-25
184,-6.7609642131423975,701347,1995-09-18
185,-8.758690090763105,714756,1995-08-04
186,12.36035330487103,725182,1995-09-21
187,-0.615632016619448,316709,1995-09-28
188,2.137635288451981,790650,1995-07-05
189,5.100822972952416,103392,1995-09-21
190,11.253107861164317,814430,1995-09-01
191,8.397857272453882,94601,1995-08-15
192,5.089588657904297,28209,1995-09-26
193,-8.501511173751712,215466,1995-07-14
194,5.4149327761472055,814500,1995-07-26
195,15.624660687954927,90283,1995-07-21
196,14.59568669769595,88974,1995-07-20
197,-1.600775740342964,719073,1995-08-24
198,5.274007374405402,856465,1995-10-19
199,-11.987969514339204,729237,1995-10-16
200,11.641856982552945,723916,1995-10-20
201,-3.773253335830121,78003,1995-11-29
202,1.3624461268065091,319256,1995-11-28
203,4.996778959169351,780118,1995-12-15
204,3.25845768884786,800454,1995-11-06
205,1.9125870870585584,68366,1995-10-13
206,10.587408409102931,755926,1995-12-22
207,9.734349484120642,40779,1995-10-20
208,9.528507403844097,54727,1995-10-31
209,-10.027469253980549,803647,1995-10-24
210,-2.7318864125760483,704862,1995-11-13
211,-12.247696269227756,6951,1995-12-21
212,0.5457851915734411,55805,1995-10-13
213,13.04095806731876,100307,1995-10-12
214,0.5132041653929946,315852,1995-11-08
215,-18.264619528027474,828678,1995-11-22
216,2.1611997382746795,18366,1995-10-12
217,-0.41651808654704925,30819,1995-12-29
218,-2.7345402690938,51143,1995-10-30
219,-4.139845572857887,845414,1995-10-13
220,5.717023388017509,777001,1995-10-16
221,-2.202139515574605,938348,1995-12-26
222,10.659986591525415,205520,1995-11-13
223,9.673648882048003,837038,1995-10-31
224,-2.7747229229918426,313716,1995-12-11
225,19.113063595400053,72633,1995-12-11
226,-0.7673092954657019,83679,1995-11-15
227,-1.1343105431319795,861361,1995-12-29
228,7.233848913093162,7636,1995-11-15
229,4.119809648725075,39899,1995-12-05
230,-5.330863739192647,88205,1995-10-11
231,-14.109332170247688,782995,1995-10-13
232,1.1005524533685853,819694,1995-12-05
233,-6.983628115334637,740260,1995-11-30
234,-1.1248591823921226,732713,1995-10-25
235,11.557464889954147,319655,1995-12-01
236,5.612894716752926,6814,1995-10-11
237,5.591057506875878,757012,1995-11-15
238,-1.2795614785334188,796912,1995-10-17
239,-5.987747099482397,808240,1995-10-11
240,-3.202111801684622,840458,1995-12-28
241,4.108542168306691,45876,1995-10-03
242,-5.68449762539301,744778,1995-10-17
243,5.196131231171119,351017,1995-12-22
244,6.716732734191058,790523,1995-11-06
245,1.3368849787369077,66960,1995-11-14
246,12.555981584884591,41289,1995-11-28
247,-4.439603699414603,847903,1995-12-05
248,0.0031637309424572477,720480,1995-12-18
249,1.584769387731239,828828,1995-11-16
250,-0.734106129636861,712425,1995-11-01
251,10.501586770820502,26821,1995-12-13
252,11.394473179612913,37931,1996-03-01
253,2.2750670876335453,822522,1996-02-08
254,3.563043735603396,787648,1996-01-23
255,-10.667705616685618,49146,1996-01-03
256,-0.7082455875932165,833053,1996-02-13
257,-2.722976574596665,350737,1996-03-12
258,5.702401681417851,8960,1996-03-12
259,-7.964099108572567,320591,1996-01-31
260,2.509553777889326,30697,1996-01-31
261,-9.363470044264739,82536,1996-02-09
262,5.286483432532646,36672,1996-01-17
263,4.691834365599334,764241,1996-03-26
264,20.472302444055366,352949,1996-03-20
265,4.223874442548439,864328,1996-02-06
266,-3.403025193283606,74303,1996-02-21
267,1.5997884612336808,38242,1996-01-05
268,-2.8329458459400434,315449,1996-03-20
269,1.3547888647916164,788330,1996-02-15
270,0.8513238933495964,46267,1996-02-07
271,10.674313769652379,313368,1996-01-12
272,31.351381971198073,60357,1996-01-18
273,10.922084159972346,101880,1996-01-18
274,-20.18814907509023,840824,1996-01-30
275,1.9776521542340606,202058,1996-01-09
276,7.3860286342466885,806086,1996-01-11
277,-14.248545279707788,793280,1996-02-09
278,-4.920610077633633,7383,1996-02-29
279,-4.545490374675322,806011,1996-03-06
280,-2.171112403102554,714710,1996-01-25
281,10.401851830267137,37996,1996-02-12
282,-1.4961302381353978,71297,1996-02-07
283,-24.99378874814564,922358,1996-03-27
284,10.891964859124784,723612,1996-03-12
285,-11.595662193949668,799690,1996-03-25
286,18.30989664569249,105598,1996-01-31
287,-1.0758706775776359,318673,1996-01-17
288,12.815067940540413,771667,1996-01-29
289,-1.702378666581508,818350,1996-01-23
290,-2.604996365484417,9749,1996-01-12
291,3.1355249346634886,813742,1996-03-22
292,4.437957746897151,73020,1996-02-27
293,-2.830074667258134,60977,1996-02-15
294,0.567619539417447,846876,1996-01-04
295,2.849752745927929,806514,1996-01-05
296,4.418945526708962,702808,1996-03-28
297,10.897729153828475,26820,1996-02-27
298,9.690959976861054,814453,1996-02-06
299,10.90700877367659,315189,1996-02-15
300,-2.5874696404192523,855106,1996-05-16
301,14.186268164175397,350698,1996-05-16
302,-7.1460675555690205,861461,1996-05-17
303,-8.097315288415306,6769,1996-06-04
304,0.26881685956684304,840249,1996-06-12
305,-8.124176506137385,846815,1996-04-10
306,8.376722834912094,792932,1996-05-10
307,-3.713189957885521,60653,1996-05-29
308,6.712724967390145,721601,1996-04-19
309,6.860677246993386,850882,1996-05-01
310,12.223169132601297,912597,1996-06-25
311,10.2136845245181,71745,1996-05-21
312,-0.7489835935995316,918581,1996-05-31
313,11.87125904690434,738830,1996-04-30
314,9.67788057714422,833320,1996-06-04
315,-2.062509173128661,915912,1996-06-06
316,-1.3366886127063802,944399,1996-06-14
317,2.1070546428800565,908526,1996-06-24
318,0.2610300757781193,906107,1996-05-21
319,-7.450043302730675,54507,1996-06-17
320,1.4266477643133015,67182,1996-05-13
321,2.3290549976020727,735780,1996-06-10
322,6.292245418769844,702508,1996-04-30
323,4.1609910432824355,28866,1996-05-20
324,4.427407694411334,892495,1996-05-14
325,-2.779304457474236,884650,1996-06-25
326,4.958435873410589,928395,1996-05-21
327,2.9733769071863905,721237,1996-04-17
328,0.17351736765835835,854009,1996-06-28
329,-3.6791954571649574,22872,1996-04-18
330,16.591027114505614,23082,1996-05-02
331,-10.187548436062997,933036,1996-05-30
332,6.87483840912509,808461,1996-05-20
333,-7.162012164853583,707668,1996-05-30
334,-14.65554857519429,893577,1996-05-14
335,-5.057756620934299,101320,1996-06-05
336,6.166432146975953,49029,1996-04-04
337,0.5172104831608242,757189,1996-04-12
338,-1.1386438373345054,857121,1996-05-14
339,2.700638111662302,932088,1996-06-21
340,-16.508784483664545,788784,1996-05-24
341,0.6712733918039626,927355,1996-06-13
342,2.7409156769524863,923286,1996-05-20
343,-19.713551161009455,96919,1996-06-19
344,8.541581529739542,878838,1996-05-24
345,10.096110551508831,860748,1996-05-10
346,10.700560609276705,808362,1996-04-25
347,-1.947636208005682,942898,1996-08-16
348,-6.005172935419134,934852,1996-08-13
349,-4.360701268749398,902787,1996-09-18
350,6.026242616839746,310377,1996-08-27
351,1.589920865153555,352541,1996-08-23
352,17.723825843222762,933353,1996-07-26
353,9.34941676532482,767920,1996-08-30
354,-5.706192901398661,830158,1996-09-06
355,13.622696957659118,352510,1996-07-15
356,-8.050388814159755,840715,1996-08-30
357,2.03857145276855,854560,1996-08-23
358,-10.754892634831423,769191,1996-08-06
359,-2.689469787012263,925288,1996-08-14
360,-0.25851532935723465,7610,1996-09-20
361,1.1002346756760017,825692,1996-09-25
362,7.411864073470593,846469,1996-09-13
363,-3.756623628200184,95676,1996-09-16
364,2.0794486100928067,736473,1996-07-15
365,-1.7100245512427719,941547,1996-09-04
366,4.380833248908464,887983,1996-07-16
367,2.8969778489989024,935001,1996-08-13
368,-2.434108512995478,797468,1996-07-23
369,1.3018670267696257,806566,1996-08-08
370,1.3121783795472106,921685,1996-07-11
371,7.834870167484971,913280,1996-08-21
372,-2.0273379731000976,104519,1996-09-12
373,5.370076644437137,870871,1996-08-16
374,-9.44339027457777,57139,1996-07-23
375,-0.9293669895002628,943064,1996-09-17
376,-8.349027416132019,899597,1996-09-16
377,14.696435238799909,866282,1996-09-30
378,5.980032264986491,870517,1996-07-17
379,10.935951531671007,918958,1996-09-27
380,1.8248743001369336,105418,1996-09-24
381,5.6597223119257905,852952,1996-08-23
382,0.7906267025880884,806388,1996-07-24
383,-1.7764654242213118,931336,1996-09-24
384,-3.1878950358807057,904896,1996-08-29
385,-1.8556044864053827,72741,1996-09-27
386,4.4890527597951575,201944,1996-10-16
387,8.617104357413744,820900,1996-12-11
388,-0.35927276715768103,869979,1996-12-13
389,-4.690770727236927,46195,1996-11-12
390,-2.00129901541373,930738,1996-11-06
391,-2.1670472104961624,740763,1996-11-12
392,4.706518431332424,921612,1996-11-12
393,2.470637763174723,824435,1996-11-18
394,3.5351561812839627,899749,1996-12-02
395,0.6937351248345549,216039,1996-12-09
396,-2.1887600461399384,894010,1996-11-14
397,-9.314327966069092,850808,1996-10-17
398,-2.714740690197887,1000231,1996-10-28
399,5.934094160735569,64907,1996-12-30
400,1.8476491356585638,320321,1996-10-18
401,9.498943589101586,746838,1996-10-04
402,5.158732771654142,1001916,1996-11-12
403,-2.8574684927324348,931782,1996-11-26
404,-4.333222980190111,752324,1996-10-03
405,2.3280774152963795,69952,1996-10-16
406,-6.634654867537967,878897,1996-12-16
407,2.7470330781390633,837472,1996-12-24
408,-1.6863964238170905,875315,1996-11-18
409,4.938027165572334,830488,1996-11-15
410,10.125161208608253,941167,1996-12-03
411,-6.621026147362954,933136,1996-10-21
412,-4.146108923221294,895642,1996-10-15
413,-6.519412713986515,870992,1996-10-23
414,4.932901202478551,919805,1996-12-02
415,-2.939015969890942,933586,1996-12-18
416,-1.2048429528252944,880804,1996-10-02
417,1.7088409053542062,923118,1996-12-06
418,-4.980396173912346,1002666,1996-11-27
419,-0.797529801750334,79326,1996-12-11
420,9.067510521642793,944402,1996-12-02
421,-2.78328862735286,930436,1996-11-05
422,1.354394023354489,874534,1996-10-17
423,13.630132891736704,704386,1996-11-22
424,3.214217732265834,819981,1996-11-12
425,-1.3736105839075443,706539,1996-12-17
426,5.930220055829926,355999,1996-11-19
427,-0.01170300122036877,31791,1996-12-18
428,-12.395965733724937,922862,1996-11-12
429,2.1000265556611053,934849,1996-12-20
430,-6.49700805915248,357066,1996-12-04
431,-4.11516355932236,1005507,1996-11-15
432,1.4733075283250288,70033,1996-10-29
433,0.6532744865024387,67887,1996-10-31
434,4.443349286403825,96793,1996-11-15
435,-8.760150952958385,908937,1996-10-30
436,8.69101275549877,842913,1996-11-01
437,10.434488435690923,854271,1997-01-15
438,4.738753192053131,38067,1997-01-29
439,8.255958421461793,894315,1997-01-14
440,-6.67796966638724,106413,1997-02-11
441,1.4624031943941058,896778,1997-02-10
442,11.357309421785947,317771,1997-03-24
443,12.421111269015388,726854,1997-01-14
444,1.1174906216963958,899162,1997-02-05
445,-1.0483782445272045,790375,1997-01-15
446,-9.809241875345945,48305,1997-03-17
447,2.7899287549584075,914024,1997-02-12
448,-1.330291940336875,933401,1997-02-25
449,-6.516678921390579,764867,1997-02-10
450,-3.2674491128187806,868671,1997-03-17
451,4.876525165508306,868207,1997-02-07
452,-2.04310277679911,751085,1997-03-14
453,6.404576072554613,16357,1997-02-14
454,4.842074389044551,922023,1997-02-03
455,-6.104989198139307,887151,1997-03-18
456,-1.2575953575525953,276077,1997-02-24
457,-0.4823410462484634,947718,1997-01-24
458,-3.7192199431489423,1011449,1997-03-14
459,2.9337965478134427,854852,1997-01-21
460,0.7056906641227991,921500,1997-01-08
461,-6.047943378150032,921767,1997-03-27
462,7.685874966112637,1022259,1997-03-06
463,3.0997069519459943,353482,1997-03-07
464,0.6280173220735137,867347,1997-02-27
465,-12.235714517459526,930239,1997-01-03
466,6.1235701750739455,804333,1997-03-27
467,-5.5014446043582526,352948,1997-02-07
468,-1.9171766873984315,905722,1997-01-31
469,1.886879864965686,921768,1997-02-13
470,7.434780762173465,1021772,1997-03-14
471,-6.362099831742769,1005283,1997-02-21
472,4.207129209255724,814184,1997-03-21
473,3.574890556495149,915277,1997-01-24
474,9.586602984928426,82231,1997-02-05
475,-3.5848633316906615,948850,1997-03-21
476,17.276617138963665,77943,1997-02-28
477,-6.517161715912938,870228,1997-03-03
478,-12.728230548534414,934011,1997-02-05
479,1.278273153906344,833088,1997-05-29
480,-7.8325012853498865,943820,1997-04-16
481,3.0729109330838185,714310,1997-04-25
482,-1.8938268491891317,719598,1997-05-12
483,-4.771833504212429,354199,1997-04-15
484,27.808327243692318,787977,1997-04-07
485,8.981421370598309,879106,1997-04-30
486,-18.571455502561477,1011174,1997-04-23
487,-14.9010078755644,944695,1997-04-16
488,-8.22754277220678,63276,1997-05-15
489,-0.7706295855783083,109757,1997-06-05
490,-5.3636130693789,873591,1997-05-21
491,3.0147817814287903,1008896,1997-06-24
492,-5.889040537826875,893970,1997-06-30
493,0.15687009815471598,1005286,1997-05-06
494,2.9133840468922054,840489,1997-06-04
495,11.130132590247555,908338,1997-06-27
496,-8.610347135769805,277948,1997-06-04
497,-16.99959914586845,889930,1997-04-22
498,-17.219040536437625,727273,1997-04-14
499,-6.750012427473229,915773,1997-05-01
500,-2.612572454512191,893538,1997-04-09
501,11.727449557883155,793526,1997-06-06
502,-0.5140266036104146,893235,1997-04-18
503,-5.1753024256373905,766704,1997-04-21
504,-8.083308872091644,764858,1997-06-06
505,1.9198083406065247,1008653,1997-05-27
506,7.037334395573379,55772,1997-06-25
507,3.1454396257157216,1025557,1997-04-22
508,-4.797003840328465,709136,1997-05-13
509,4.300416509682118,874263,1997-05-15
510,-5.18995399912656,925052,1997-05-13
511,1.726303718225869,885508,1997-05-22
512,7.459939995233123,726990,1997-06-10
513,-0.41344109640320215,1013920,1997-06-16
514,-1.209972642115091,1011630,1997-05-07
515,3.4164311521039785,60876,1997-06-06
516,2.9831154817794063,92122,1997-06-09
517,2.338549315098797,793971,1997-05-13
518,-0.3230739514016432,817820,1997-06-06
519,-4.647349180743016,43512,1997-04-28
520,14.707827214216334,886044,1997-04-25
521,1.224261500634052,824578,1997-05-28
522,0.1635302510459422,793982,1997-08-28
523,-19.239115926310213,86144,1997-08-05
524,0.6533440232776822,920604,1997-07-30
525,6.199803904645502,884497,1997-08-18
526,12.916315198005137,943581,1997-08-22
527,6.779444025565263,854222,1997-07-07
528,8.202189815155455,203527,1997-07-07
529,9.132077514552199,1011657,1997-08-26
530,1.5238681774925178,851478,1997-07-10
531,5.6894196841623765,792449,1997-08-18
532,4.176785487882801,797502,1997-07-03
533,0.9724232187322244,277595,1997-09-08
534,1.2700242503567893,32017,1997-08-27
535,3.577488843529074,929646,1997-07-24
536,-0.01154240989457933,902793,1997-09-10
537,-2.6203593537671335,80424,1997-07-22
538,0.7175812508747239,80285,1997-07-24
539,19.31072700639787,949173,1997-07-21
540,11.267782806487967,850209,1997-07-21
541,16.66099815658295,858803,1997-08-11
542,-1.4743643981444428,888335,1997-07-17
543,15.979948543537704,906113,1997-08-22
544,-6.906743096791856,887207,1997-07-18
545,8.070087347113773,108949,1997-07-25
546,2.442293334246817,54381,1997-07-03
547,-1.391666426353051,899627,1997-08-05
548,0.9056575079186319,915803,1997-07-31
549,18.499545343132468,859640,1997-08-26
550,-2.617702733965187,929941,1997-08-22
551,2.1417684070129104,931581,1997-08-27
552,-1.0471464875730137,884614,1997-07-18
553,12.051803405735638,855575,1997-07-14
554,-14.572262476263733,745774,1997-08-26
555,4.777074899875213,317551,1997-07-31
556,-6.101909375396969,736035,1997-08-18
557,11.716650924523924,894972,1997-09-29
558,4.257589546993017,880208,1997-09-23
559,2.880216717970705,819544,1997-12-15
560,1.313274371968894,919015,1997-12-30
561,11.262258724790518,936468,1997-11-05
562,-11.76505764821983,766561,1997-11-18
563,-2.1058115495193297,929454,1997-12-31
564,3.0090493850632845,715072,1997-11-12
565,-9.675736718903224,1041061,1997-12-09
566,10.421579879431,1006835,1997-10-20
567,2.228709995656514,946637,1997-11-06
568,3.6886004196461615,701856,1997-12-31
569,9.969665240669443,4904,1997-12-24
570,2.004788562100539,875523,1997-10-29
571,4.690739443783827,810084,1997-10-31
572,-3.3771551914377644,921112,1997-12-23
573,-4.864193184591865,873209,1997-10-07
574,-2.778309036830101,828957,1997-11-24
575,-12.304412910757586,1039690,1997-12-19
576,-6.382476875566593,792987,1997-12-12
577,5.877945986843878,1024015,1997-11-20
578,8.914473125188954,900307,1997-11-03
579,-9.091377882731019,1044590,1997-12-24
580,4.205270663995671,59229,1997-11-25
581,-14.825368909236515,356211,1997-11-14
582,-4.609424501044272,854875,1997-12-12
583,9.410330589285685,355019,1997-10-16
584,1.8767283756727022,45919,1997-10-30
585,5.554966894574132,99780,1997-10-06
586,-1.0294605773202405,85961,1997-10-15
587,7.287758737955455,910846,1997-11-06
588,0.47738755862298454,876884,1997-10-15
589,-1.80325041927693,746969,1997-10-22
590,3.8594585315084933,702164,1997-10-06
591,0.4568083330923578,913771,1997-10-21
592,3.9010773379267185,857667,1997-11-12
593,2.4501716370704347,1009532,1997-10-07
594,11.344037189265892,1000368,1997-12-23
595,-13.08166265791145,801337,1997-11-17
596,2.866495106072111,943548,1998-03-13
597,9.39431733048686,73093,1998-02-20
598,3.5530695878183987,868809,1998-02-23
599,1.840262017229902,895126,1998-03-05
600,-2.4911567416075493,84290,1998-03-05
601,2.2562624751981546,892147,1998-03-10
602,12.005997939218034,746255,1998-02-18
603,-7.452793948083702,59440,1998-01-20
604,0.6812137340975262,18808,1998-03-02
605,0.46632211589450745,75754,1998-02-19
606,-7.452277077913799,104348,1998-01-05
607,-5.50697401035323,41304,1998-01-29
608,-3.3670591248302086,907649,1998-01-30
609,-1.588441211019184,945394,1998-02-23
610,1.5228468885903628,910612,1998-02-13
611,-0.06133460883938946,878543,1998-03-09
612,4.274239652487231,933405,1998-02-12
613,16.722627286516236,879136,1998-02-20
614,7.2032506808668355,873594,1998-01-28
615,-3.7620375444038237,1041577,1998-02-12
616,5.594652707216586,1002520,1998-01-30
617,11.79664994994121,836616,1998-02-20
618,5.3782637008172856,29989,1998-01-20
619,13.529595183801936,888919,1998-01-08
620,4.118199745925465,1000235,1998-03-04
621,0.3303184953977377,275858,1998-02-25
622,-3.0198030013200006,1000623,1998-02-19
623,-0.6632661897769839,1035201,1998-02-13
624,-2.0112350594010806,1005730,1998-01-21
625,2.806472251742783,1023519,1998-01-30
626,-5.74609603522256,14707,1998-03-05
627,6.3141702673965225,934596,1998-02-25
628,7.291872064088047,764180,1998-01-28
629,-6.720960534669038,861819,1998-05-20
630,-14.81721625662638,947116,1998-05-27
631,-4.1645233094391045,894232,1998-05-06
632,-4.444426533836671,913782,1998-04-16
633,-3.4064102582734943,320443,1998-05-22
634,-1.2491306586058768,54681,1998-05-22
635,-8.590384521541797,858877,1998-04-29
636,-0.12214752798933515,927456,1998-06-05
637,-13.54251568229855,884219,1998-05-13
638,9.087470161696784,826411,1998-05-27
639,-11.641277425548749,920522,1998-05-15
640,-13.735698351803148,885067,1998-05-29
641,-2.4636872487057815,1002813,1998-05-21
642,18.0602012658695,38570,1998-05-27
643,3.6235181565913788,912623,1998-04-20
644,11.689302948061835,787784,1998-06-01
645,-0.784931432529195,904900,1998-06-16
646,-5.8295778816600485,906408,1998-05-21
647,10.665234143416974,805054,1998-04-14
648,-4.826212772157513,921082,1998-06-05
649,-8.628828227528984,1028584,1998-05-11
650,6.7880724913435495,1040445,1998-05-13
651,-5.115433383293999,1012442,1998-04-30
652,-0.30877287338513004,882160,1998-05-07
653,5.545212839297949,1036442,1998-05-29
654,-9.062031126718477,1044566,1998-05-07
655,1.0197697110560746,916380,1998-04-13
656,-2.7802485044638896,15847,1998-05-05
657,9.860335613301455,1004980,1998-04-17
658,1.8091605427818476,921898,1998-04-16
659,-5.380509630058542,1045014,1998-04-17
660,7.497490561323879,866368,1998-05-21
661,6.586792018632969,1014187,1998-06-26
662,-7.660001039936749,754811,1998-06-11
663,-2.729864002288185,797221,1998-06-05
664,15.590566926610308,890784,1998-05-01
665,1.2548654970461168,719274,1998-06-02
666,6.825722153866992,912595,1998-04-30
667,2.3127381987150475,875385,1998-06-24
668,-3.7848460070203034,872248,1998-05-26
669,-7.413419747902724,277923,1998-06-05
